objective_parameter,scenario_of_interest,robustness_metric,year,drought_agr,Value,normalized_values,pw_combi
Farmer_Drought_Costs_[MEUR],Wp,average,20,1,10.0,0.12,00_01_00_00
Farmer_Drought_Costs_[MEUR],Wp,average,20,3,10.0,0.21,00_03_00_00
Farmer_Drought_Costs_[MEUR],Wp,average,20,5,20.0,0.48,00_05_00_00
Farmer_Drought_Costs_[MEUR],Wp,average,20,6,10.0,0.34,00_06_00_00
Farmer_Drought_Costs_[MEUR],Wp,average,20,7,10.0,0.39,00_07_00_00
Farmer_Drought_Costs_[MEUR],Wp,average,20,8,10.0,0.28,00_08_00_00
Farmer_Drought_Costs_[MEUR],Wp,average,20,9,10.0,0.03,00_09_00_00
Farmer_Drought_Costs_[MEUR],Wp,average,60,0,0.0,0.0,00_00_00_00
Farmer_Drought_Costs_[MEUR],Wp,average,60,1,60.0,0.55,00_01_00_00
Farmer_Drought_Costs_[MEUR],Wp,average,60,3,60.0,0.54,00_03_00_00
Farmer_Drought_Costs_[MEUR],Wp,average,60,5,90.0,0.83,00_05_00_00
Farmer_Drought_Costs_[MEUR],Wp,average,60,6,70.0,0.68,00_06_00_00
Farmer_Drought_Costs_[MEUR],Wp,average,60,7,70.0,0.63,00_07_00_00
Farmer_Drought_Costs_[MEUR],Wp,average,60,8,50.0,0.48,00_08_00_00
Farmer_Drought_Costs_[MEUR],Wp,average,60,9,60.0,0.54,00_09_00_00
Farmer_Drought_Costs_[MEUR],Wp,average,100,0,0.0,0.0,00_00_00_00
Farmer_Drought_Costs_[MEUR],Wp,average,100,1,130.0,0.68,00_01_00_00
Farmer_Drought_Costs_[MEUR],Wp,average,100,3,130.0,0.67,00_03_00_00
Farmer_Drought_Costs_[MEUR],Wp,average,100,5,160.0,0.86,00_05_00_00
Farmer_Drought_Costs_[MEUR],Wp,average,100,6,140.0,0.75,00_06_00_00
Farmer_Drought_Costs_[MEUR],Wp,average,100,7,140.0,0.75,00_07_00_00
Farmer_Drought_Costs_[MEUR],Wp,average,100,8,120.0,0.66,00_08_00_00
Farmer_Drought_Costs_[MEUR],Wp,average,100,9,130.0,0.71,00_09_00_00
