objective_parameter,scenario_of_interest,robustness_metric,year,drought_agr,Value,normalized_values,pw_combi
Farmer_Drought_Measure_Costs,Wp,average,60,08,46.49,0.46,00_08_00_00
Farmer_Drought_Measure_Costs,Wp,average,60,09,52.78,0.52,00_09_00_00
Farmer_Drought_Measure_Costs,Wp,average,100,00,0.0,0.0,00_00_00_00
Farmer_Drought_Measure_Costs,Wp,average,100,01,119.55,0.66,00_01_00_00
Farmer_Drought_Measure_Costs,Wp,average,100,03,119.12,0.66,00_03_00_00
Farmer_Drought_Measure_Costs,Wp,average,100,05,152.28,0.84,00_05_00_00
Farmer_Drought_Measure_Costs,Wp,average,100,06,133.25,0.74,00_06_00_00
Farmer_Drought_Measure_Costs,Wp,average,100,07,125.89,0.7,00_07_00_00
Farmer_Drought_Measure_Costs,Wp,average,100,08,112.93,0.62,00_08_00_00
Farmer_Drought_Measure_Costs,Wp,average,100,09,125.99,0.7,00_09_00_00
