objective_parameter,scenario_of_interest,robustness_metric,year,flood_agr,Value,normalized_values,pw_combi
Farmer_Structural_Damage,D,average,100,03,107.97,0.54,03_00_00_00
Farmer_Structural_Damage,D,average,100,05,68.52,0.34,05_00_00_00
Farmer_Structural_Damage,D,average,100,07,66.5,0.34,07_00_00_00
Farmer_Structural_Damage,D,average,100,09,107.54,0.54,09_00_00_00
Farmer_Structural_Damage,D,average,100,11,110.89,0.56,11_00_00_00
Farmer_Structural_Damage,D,average,100,13,103.78,0.52,13_00_00_00
Farmer_Structural_Damage,D&G,average,20,00,29.56,0.73,00_00_00_00
Farmer_Structural_Damage,D&G,average,20,01,29.35,0.72,01_00_00_00
Farmer_Structural_Damage,D&G,average,20,03,28.9,0.71,03_00_00_00
Farmer_Structural_Damage,D&G,average,20,05,22.31,0.55,05_00_00_00
Farmer_Structural_Damage,D&G,average,20,07,22.31,0.55,07_00_00_00
Farmer_Structural_Damage,D&G,average,20,09,28.44,0.7,09_00_00_00
Farmer_Structural_Damage,D&G,average,20,11,29.35,0.72,11_00_00_00
Farmer_Structural_Damage,D&G,average,20,13,29.56,0.73,13_00_00_00
Farmer_Structural_Damage,D&G,average,60,00,101.2,0.67,00_00_00_00
Farmer_Structural_Damage,D&G,average,60,01,98.97,0.65,01_00_00_00
Farmer_Structural_Damage,D&G,average,60,03,96.94,0.64,03_00_00_00
Farmer_Structural_Damage,D&G,average,60,05,63.32,0.42,05_00_00_00
Farmer_Structural_Damage,D&G,average,60,07,61.27,0.41,07_00_00_00
Farmer_Structural_Damage,D&G,average,60,09,96.48,0.64,09_00_00_00
Farmer_Structural_Damage,D&G,average,60,11,98.78,0.65,11_00_00_00
Farmer_Structural_Damage,D&G,average,60,13,91.43,0.61,13_00_00_00
Farmer_Structural_Damage,D&G,average,100,00,130.77,0.51,00_00_00_00
Farmer_Structural_Damage,D&G,average,100,01,122.49,0.48,01_00_00_00
Farmer_Structural_Damage,D&G,average,100,03,119.89,0.47,03_00_00_00
Farmer_Structural_Damage,D&G,average,100,05,71.13,0.28,05_00_00_00
Farmer_Structural_Damage,D&G,average,100,07,69.07,0.27,07_00_00_00
Farmer_Structural_Damage,D&G,average,100,09,120.69,0.48,09_00_00_00
Farmer_Structural_Damage,D&G,average,100,11,124.17,0.49,11_00_00_00
Farmer_Structural_Damage,D&G,average,100,13,107.46,0.42,13_00_00_00
Farmer_Structural_Damage,D&G&Wp,average,20,00,31.49,0.72,00_00_00_00
Farmer_Structural_Damage,D&G&Wp,average,20,01,31.31,0.72,01_00_00_00
Farmer_Structural_Damage,D&G&Wp,average,20,03,30.92,0.71,03_00_00_00
Farmer_Structural_Damage,D&G&Wp,average,20,05,25.21,0.58,05_00_00_00
Farmer_Structural_Damage,D&G&Wp,average,20,07,25.21,0.58,07_00_00_00
Farmer_Structural_Damage,D&G&Wp,average,20,09,30.72,0.71,09_00_00_00
Farmer_Structural_Damage,D&G&Wp,average,20,11,31.31,0.72,11_00_00_00
Farmer_Structural_Damage,D&G&Wp,average,20,13,31.49,0.72,13_00_00_00
Farmer_Structural_Damage,D&G&Wp,average,60,00,119.6,0.65,00_00_00_00
Farmer_Structural_Damage,D&G&Wp,average,60,01,115.18,0.63,01_00_00_00
Farmer_Structural_Damage,D&G&Wp,average,60,03,112.98,0.62,03_00_00_00
Farmer_Structural_Damage,D&G&Wp,average,60,05,70.59,0.38,05_00_00_00
Farmer_Structural_Damage,D&G&Wp,average,60,07,69.22,0.38,07_00_00_00
Farmer_Structural_Damage,D&G&Wp,average,60,09,113.58,0.62,09_00_00_00
Farmer_Structural_Damage,D&G&Wp,average,60,11,115.98,0.63,11_00_00_00
Farmer_Structural_Damage,D&G&Wp,average,60,13,101.97,0.55,13_00_00_00
Farmer_Structural_Damage,D&G&Wp,average,100,00,158.3,0.44,00_00_00_00
Farmer_Structural_Damage,D&G&Wp,average,100,01,137.14,0.38,01_00_00_00
Farmer_Structural_Damage,D&G&Wp,average,100,03,135.27,0.37,03_00_00_00
Farmer_Structural_Damage,D&G&Wp,average,100,05,76.81,0.21,05_00_00_00
Farmer_Structural_Damage,D&G&Wp,average,100,07,75.36,0.21,07_00_00_00
Farmer_Structural_Damage,D&G&Wp,average,100,09,138.88,0.38,09_00_00_00
Farmer_Structural_Damage,D&G&Wp,average,100,11,142.57,0.4,11_00_00_00
Farmer_Structural_Damage,D&G&Wp,average,100,13,114.3,0.32,13_00_00_00
Farmer_Structural_Damage,D&Wp,average,20,00,31.41,0.72,00_00_00_00
Farmer_Structural_Damage,D&Wp,average,20,01,31.29,0.72,01_00_00_00
Farmer_Structural_Damage,D&Wp,average,20,03,31.02,0.72,03_00_00_00
Farmer_Structural_Damage,D&Wp,average,20,05,27.02,0.62,05_00_00_00
Farmer_Structural_Damage,D&Wp,average,20,07,27.02,0.62,07_00_00_00
Farmer_Structural_Damage,D&Wp,average,20,09,30.92,0.71,09_00_00_00
Farmer_Structural_Damage,D&Wp,average,20,11,31.29,0.72,11_00_00_00
Farmer_Structural_Damage,D&Wp,average,20,13,31.41,0.72,13_00_00_00
Farmer_Structural_Damage,D&Wp,average,60,00,122.93,0.65,00_00_00_00
Farmer_Structural_Damage,D&Wp,average,60,01,117.79,0.62,01_00_00_00
Farmer_Structural_Damage,D&Wp,average,60,03,115.55,0.61,03_00_00_00
Farmer_Structural_Damage,D&Wp,average,60,05,72.31,0.38,05_00_00_00
Farmer_Structural_Damage,D&Wp,average,60,07,71.3,0.38,07_00_00_00
Farmer_Structural_Damage,D&Wp,average,60,09,116.69,0.62,09_00_00_00
Farmer_Structural_Damage,D&Wp,average,60,11,118.98,0.63,11_00_00_00
Farmer_Structural_Damage,D&Wp,average,60,13,104.12,0.55,13_00_00_00
Farmer_Structural_Damage,D&Wp,average,100,00,163.65,0.42,00_00_00_00
Farmer_Structural_Damage,D&Wp,average,100,01,138.54,0.36,01_00_00_00
Farmer_Structural_Damage,D&Wp,average,100,03,137.0,0.35,03_00_00_00
Farmer_Structural_Damage,D&Wp,average,100,05,78.35,0.2,05_00_00_00
Farmer_Structural_Damage,D&Wp,average,100,07,77.21,0.2,07_00_00_00
Farmer_Structural_Damage,D&Wp,average,100,09,141.4,0.37,09_00_00_00
Farmer_Structural_Damage,D&Wp,average,100,11,145.13,0.38,11_00_00_00
Farmer_Structural_Damage,D&Wp,average,100,13,115.88,0.3,13_00_00_00
Farmer_Structural_Damage,G,average,20,00,31.65,0.72,00_00_00_00
Farmer_Structural_Damage,G,average,20,01,31.36,0.72,01_00_00_00
Farmer_Structural_Damage,G,average,20,03,30.74,0.71,03_00_00_00
Farmer_Structural_Damage,G,average,20,05,21.61,0.49,05_00_00_00
Farmer_Structural_Damage,G,average,20,07,21.61,0.49,07_00_00_00
Farmer_Structural_Damage,G,average,20,09,30.31,0.7,09_00_00_00
Farmer_Structural_Damage,G,average,20,11,31.36,0.72,11_00_00_00
Farmer_Structural_Damage,G,average,20,13,31.65,0.72,13_00_00_00
Farmer_Structural_Damage,G,average,60,00,112.94,0.66,00_00_00_00
Farmer_Structural_Damage,G,average,60,01,109.94,0.64,01_00_00_00
Farmer_Structural_Damage,G,average,60,03,107.84,0.63,03_00_00_00
Farmer_Structural_Damage,G,average,60,05,67.14,0.39,05_00_00_00
Farmer_Structural_Damage,G,average,60,07,65.05,0.38,07_00_00_00
Farmer_Structural_Damage,G,average,60,09,107.36,0.63,09_00_00_00
Farmer_Structural_Damage,G,average,60,11,109.96,0.64,11_00_00_00
Farmer_Structural_Damage,G,average,60,13,97.66,0.57,13_00_00_00
Farmer_Structural_Damage,G,average,100,00,147.6,0.48,00_00_00_00
Farmer_Structural_Damage,G,average,100,01,134.34,0.43,01_00_00_00
Farmer_Structural_Damage,G,average,100,03,131.81,0.43,03_00_00_00
Farmer_Structural_Damage,G,average,100,05,73.74,0.24,05_00_00_00
Farmer_Structural_Damage,G,average,100,07,71.65,0.23,07_00_00_00
Farmer_Structural_Damage,G,average,100,09,133.84,0.43,09_00_00_00
Farmer_Structural_Damage,G,average,100,11,137.45,0.44,11_00_00_00
Farmer_Structural_Damage,G,average,100,13,111.15,0.36,13_00_00_00
Farmer_Structural_Damage,G&Wp,average,20,00,33.51,0.72,00_00_00_00
Farmer_Structural_Damage,G&Wp,average,20,01,33.29,0.71,01_00_00_00
Farmer_Structural_Damage,G&Wp,average,20,03,32.85,0.7,03_00_00_00
Farmer_Structural_Damage,G&Wp,average,20,05,26.32,0.56,05_00_00_00
Farmer_Structural_Damage,G&Wp,average,20,07,26.32,0.56,07_00_00_00
Farmer_Structural_Damage,G&Wp,average,20,09,32.79,0.7,09_00_00_00
Farmer_Structural_Damage,G&Wp,average,20,11,33.29,0.71,11_00_00_00
Farmer_Structural_Damage,G&Wp,average,20,13,33.51,0.72,13_00_00_00
Farmer_Structural_Damage,G&Wp,average,60,00,134.67,0.64,00_00_00_00
Farmer_Structural_Damage,G&Wp,average,60,01,128.76,0.61,01_00_00_00
Farmer_Structural_Damage,G&Wp,average,60,03,126.44,0.6,03_00_00_00
Farmer_Structural_Damage,G&Wp,average,60,05,76.13,0.36,05_00_00_00
Farmer_Structural_Damage,G&Wp,average,60,07,75.09,0.36,07_00_00_00
Farmer_Structural_Damage,G&Wp,average,60,09,127.57,0.61,09_00_00_00
Farmer_Structural_Damage,G&Wp,average,60,11,130.16,0.62,11_00_00_00
Farmer_Structural_Damage,G&Wp,average,60,13,110.35,0.53,13_00_00_00
Farmer_Structural_Damage,G&Wp,average,100,00,180.47,0.41,00_00_00_00
Farmer_Structural_Damage,G&Wp,average,100,01,150.38,0.34,01_00_00_00
Farmer_Structural_Damage,G&Wp,average,100,03,148.92,0.34,03_00_00_00
Farmer_Structural_Damage,G&Wp,average,100,05,80.95,0.18,05_00_00_00
Farmer_Structural_Damage,G&Wp,average,100,07,79.78,0.18,07_00_00_00
Farmer_Structural_Damage,G&Wp,average,100,09,154.55,0.35,09_00_00_00
Farmer_Structural_Damage,G&Wp,average,100,11,158.41,0.36,11_00_00_00
Farmer_Structural_Damage,G&Wp,average,100,13,119.56,0.27,13_00_00_00
Farmer_Structural_Damage,Wp,average,20,00,35.36,0.71,00_00_00_00
Farmer_Structural_Damage,Wp,average,20,01,35.22,0.71,01_00_00_00
Farmer_Structural_Damage,Wp,average,20,03,34.96,0.71,03_00_00_00
Farmer_Structural_Damage,Wp,average,20,05,31.03,0.62,05_00_00_00
Farmer_Structural_Damage,Wp,average,20,07,31.03,0.62,07_00_00_00
Farmer_Structural_Damage,Wp,average,20,09,35.26,0.71,09_00_00_00
Farmer_Structural_Damage,Wp,average,20,11,35.22,0.71,11_00_00_00
Farmer_Structural_Damage,Wp,average,20,13,35.36,0.71,13_00_00_00
Farmer_Structural_Damage,Wp,average,60,00,156.39,0.63,00_00_00_00
Farmer_Structural_Damage,Wp,average,60,01,147.58,0.6,01_00_00_00
Farmer_Structural_Damage,Wp,average,60,03,145.04,0.59,03_00_00_00
Farmer_Structural_Damage,Wp,average,60,05,85.12,0.35,05_00_00_00
Farmer_Structural_Damage,Wp,average,60,07,85.12,0.35,07_00_00_00
Farmer_Structural_Damage,Wp,average,60,09,147.79,0.6,09_00_00_00
Farmer_Structural_Damage,Wp,average,60,11,150.37,0.61,11_00_00_00
Farmer_Structural_Damage,Wp,average,60,13,123.04,0.5,13_00_00_00
Farmer_Structural_Damage,Wp,average,100,00,213.35,0.37,00_00_00_00
Farmer_Structural_Damage,Wp,average,100,01,166.42,0.29,01_00_00_00
Farmer_Structural_Damage,Wp,average,100,03,166.02,0.29,03_00_00_00
Farmer_Structural_Damage,Wp,average,100,05,88.18,0.15,05_00_00_00
Farmer_Structural_Damage,Wp,average,100,07,87.93,0.16,07_00_00_00
Farmer_Structural_Damage,Wp,average,100,09,175.26,0.31,09_00_00_00
Farmer_Structural_Damage,Wp,average,100,11,179.37,0.31,11_00_00_00
Farmer_Structural_Damage,Wp,average,100,13,127.97,0.22,13_00_00_00
