objective_parameter,pw_combi,scenario_of_interest,robustness_metric,year,Value,normalized_values,flood_agr,drought_agr,flood_urb,drought_shp
Crop_Productivity_Loss_[%],00_06_00_00,Wp,average,20,30.0,0.82,0,6,0,0
Crop_Productivity_Loss_[%],00_06_00_00,Wp,average,60,20.0,0.37,0,6,0,0
Crop_Productivity_Loss_[%],00_06_00_00,Wp,average,100,20.0,0.28,0,6,0,0
Crop_Productivity_Loss_[%],00_06_01_00,D,average,20,20.0,0.88,0,6,1,0
Crop_Productivity_Loss_[%],00_06_01_00,D,average,60,20.0,0.53,0,6,1,0
Crop_Productivity_Loss_[%],00_06_01_00,D,average,100,10.0,0.36,0,6,1,0
Crop_Productivity_Loss_[%],00_06_01_00,D&G,average,20,20.0,0.88,0,6,1,0
Crop_Productivity_Loss_[%],00_06_01_00,D&G,average,60,20.0,0.52,0,6,1,0
Crop_Productivity_Loss_[%],00_06_01_00,D&G,average,100,10.0,0.34,0,6,1,0
Crop_Productivity_Loss_[%],00_06_01_00,D&G&Wp,average,20,20.0,0.86,0,6,1,0
Crop_Productivity_Loss_[%],00_06_01_00,D&G&Wp,average,60,20.0,0.43,0,6,1,0
Crop_Productivity_Loss_[%],00_06_01_00,D&G&Wp,average,100,10.0,0.26,0,6,1,0
Crop_Productivity_Loss_[%],00_06_01_00,D&Wp,average,20,20.0,0.85,0,6,1,0
Crop_Productivity_Loss_[%],00_06_01_00,D&Wp,average,60,20.0,0.4,0,6,1,0
Crop_Productivity_Loss_[%],00_06_01_00,D&Wp,average,100,10.0,0.24,0,6,1,0
Crop_Productivity_Loss_[%],00_06_01_00,G,average,20,20.0,0.88,0,6,1,0
Crop_Productivity_Loss_[%],00_06_01_00,G,average,60,20.0,0.51,0,6,1,0
Crop_Productivity_Loss_[%],00_06_01_00,G,average,100,10.0,0.33,0,6,1,0
Crop_Productivity_Loss_[%],00_06_01_00,G&Wp,average,20,20.0,0.85,0,6,1,0
Crop_Productivity_Loss_[%],00_06_01_00,G&Wp,average,60,20.0,0.4,0,6,1,0
Crop_Productivity_Loss_[%],00_06_01_00,G&Wp,average,100,10.0,0.23,0,6,1,0
Crop_Productivity_Loss_[%],00_06_01_00,Wp,average,20,30.0,0.82,0,6,1,0
Crop_Productivity_Loss_[%],00_06_01_00,Wp,average,60,20.0,0.35,0,6,1,0
Crop_Productivity_Loss_[%],00_06_01_00,Wp,average,100,20.0,0.19,0,6,1,0
Crop_Productivity_Loss_[%],00_06_03_00,D,average,20,20.0,0.88,0,6,3,0
Crop_Productivity_Loss_[%],00_06_03_00,D,average,60,20.0,0.53,0,6,3,0
Crop_Productivity_Loss_[%],00_06_03_00,D,average,100,10.0,0.36,0,6,3,0
Crop_Productivity_Loss_[%],00_06_03_00,D&G,average,20,20.0,0.88,0,6,3,0
Crop_Productivity_Loss_[%],00_06_03_00,D&G,average,60,20.0,0.52,0,6,3,0
Crop_Productivity_Loss_[%],00_06_03_00,D&G,average,100,10.0,0.34,0,6,3,0
Crop_Productivity_Loss_[%],00_06_03_00,D&G&Wp,average,20,20.0,0.86,0,6,3,0
Crop_Productivity_Loss_[%],00_06_03_00,D&G&Wp,average,60,20.0,0.43,0,6,3,0
Crop_Productivity_Loss_[%],00_06_03_00,D&G&Wp,average,100,10.0,0.26,0,6,3,0
Crop_Productivity_Loss_[%],00_06_03_00,D&Wp,average,20,20.0,0.85,0,6,3,0
Crop_Productivity_Loss_[%],00_06_03_00,D&Wp,average,60,20.0,0.4,0,6,3,0
Crop_Productivity_Loss_[%],00_06_03_00,D&Wp,average,100,10.0,0.24,0,6,3,0
Crop_Productivity_Loss_[%],00_06_03_00,G,average,20,20.0,0.88,0,6,3,0
Crop_Productivity_Loss_[%],00_06_03_00,G,average,60,20.0,0.51,0,6,3,0
Crop_Productivity_Loss_[%],00_06_03_00,G,average,100,10.0,0.33,0,6,3,0
Crop_Productivity_Loss_[%],00_06_03_00,G&Wp,average,20,20.0,0.85,0,6,3,0
Crop_Productivity_Loss_[%],00_06_03_00,G&Wp,average,60,20.0,0.4,0,6,3,0
Crop_Productivity_Loss_[%],00_06_03_00,G&Wp,average,100,10.0,0.23,0,6,3,0
Crop_Productivity_Loss_[%],00_06_03_00,Wp,average,20,30.0,0.82,0,6,3,0
Crop_Productivity_Loss_[%],00_06_03_00,Wp,average,60,20.0,0.35,0,6,3,0
Crop_Productivity_Loss_[%],00_06_03_00,Wp,average,100,20.0,0.19,0,6,3,0
Crop_Productivity_Loss_[%],00_06_05_00,D,average,20,20.0,0.78,0,6,5,0
Crop_Productivity_Loss_[%],00_06_05_00,D,average,60,10.0,0.44,0,6,5,0
Crop_Productivity_Loss_[%],00_06_05_00,D,average,100,10.0,0.29,0,6,5,0
Crop_Productivity_Loss_[%],00_06_05_00,D&G,average,20,20.0,0.78,0,6,5,0
Crop_Productivity_Loss_[%],00_06_05_00,D&G,average,60,10.0,0.43,0,6,5,0
Crop_Productivity_Loss_[%],00_06_05_00,D&G,average,100,10.0,0.27,0,6,5,0
Crop_Productivity_Loss_[%],00_06_05_00,D&G&Wp,average,20,20.0,0.77,0,6,5,0
Crop_Productivity_Loss_[%],00_06_05_00,D&G&Wp,average,60,20.0,0.35,0,6,5,0
Crop_Productivity_Loss_[%],00_06_05_00,D&G&Wp,average,100,10.0,0.2,0,6,5,0
Crop_Productivity_Loss_[%],00_06_05_00,D&Wp,average,20,20.0,0.76,0,6,5,0
Crop_Productivity_Loss_[%],00_06_05_00,D&Wp,average,60,20.0,0.33,0,6,5,0
Crop_Productivity_Loss_[%],00_06_05_00,D&Wp,average,100,10.0,0.19,0,6,5,0
Crop_Productivity_Loss_[%],00_06_05_00,G,average,20,20.0,0.77,0,6,5,0
Crop_Productivity_Loss_[%],00_06_05_00,G,average,60,10.0,0.41,0,6,5,0
Crop_Productivity_Loss_[%],00_06_05_00,G,average,100,10.0,0.25,0,6,5,0
Crop_Productivity_Loss_[%],00_06_05_00,G&Wp,average,20,20.0,0.76,0,6,5,0
Crop_Productivity_Loss_[%],00_06_05_00,G&Wp,average,60,20.0,0.32,0,6,5,0
Crop_Productivity_Loss_[%],00_06_05_00,G&Wp,average,100,10.0,0.18,0,6,5,0
Crop_Productivity_Loss_[%],00_06_05_00,Wp,average,20,20.0,0.75,0,6,5,0
Crop_Productivity_Loss_[%],00_06_05_00,Wp,average,60,20.0,0.27,0,6,5,0
Crop_Productivity_Loss_[%],00_06_05_00,Wp,average,100,10.0,0.16,0,6,5,0
Crop_Productivity_Loss_[%],00_06_07_00,D,average,20,20.0,0.92,0,6,7,0
Crop_Productivity_Loss_[%],00_06_07_00,D,average,60,20.0,0.74,0,6,7,0
Crop_Productivity_Loss_[%],00_06_07_00,D,average,100,20.0,0.66,0,6,7,0
Crop_Productivity_Loss_[%],00_06_07_00,D&G,average,20,20.0,0.91,0,6,7,0
