objective_parameter,scenario_of_interest,robustness_metric,year,flood_agr,Value,normalized_values,pw_combi
Farmer_Flood_Costs_[MEUR],Wp,average,20,0,0.0,0.0,00_00_00_00
Farmer_Flood_Costs_[MEUR],Wp,average,20,1,10.0,0.0,01_00_00_00
Farmer_Flood_Costs_[MEUR],Wp,average,20,3,10.0,0.0,03_00_00_00
Farmer_Flood_Costs_[MEUR],Wp,average,20,5,30.0,0.14,05_00_00_00
Farmer_Flood_Costs_[MEUR],Wp,average,20,7,30.0,0.18,07_00_00_00
Farmer_Flood_Costs_[MEUR],Wp,average,20,9,10.0,0.02,09_00_00_00
Farmer_Flood_Costs_[MEUR],Wp,average,20,11,10.0,0.0,11_00_00_00
Farmer_Flood_Costs_[MEUR],Wp,average,20,13,10.0,0.01,13_00_00_00
Farmer_Flood_Costs_[MEUR],Wp,average,60,0,0.0,0.0,00_00_00_00
Farmer_Flood_Costs_[MEUR],Wp,average,60,1,40.0,0.09,01_00_00_00
Farmer_Flood_Costs_[MEUR],Wp,average,60,3,30.0,0.07,03_00_00_00
Farmer_Flood_Costs_[MEUR],Wp,average,60,5,110.0,0.31,05_00_00_00
Farmer_Flood_Costs_[MEUR],Wp,average,60,7,120.0,0.32,07_00_00_00
Farmer_Flood_Costs_[MEUR],Wp,average,60,9,70.0,0.19,09_00_00_00
Farmer_Flood_Costs_[MEUR],Wp,average,60,11,40.0,0.11,11_00_00_00
Farmer_Flood_Costs_[MEUR],Wp,average,60,13,80.0,0.2,13_00_00_00
Farmer_Flood_Costs_[MEUR],Wp,average,100,0,0.0,0.0,00_00_00_00
Farmer_Flood_Costs_[MEUR],Wp,average,100,1,60.0,0.1,01_00_00_00
Farmer_Flood_Costs_[MEUR],Wp,average,100,3,50.0,0.1,03_00_00_00
Farmer_Flood_Costs_[MEUR],Wp,average,100,5,120.0,0.23,05_00_00_00
Farmer_Flood_Costs_[MEUR],Wp,average,100,7,120.0,0.22,07_00_00_00
Farmer_Flood_Costs_[MEUR],Wp,average,100,9,180.0,0.35,09_00_00_00
Farmer_Flood_Costs_[MEUR],Wp,average,100,11,130.0,0.24,11_00_00_00
Farmer_Flood_Costs_[MEUR],Wp,average,100,13,110.0,0.21,13_00_00_00
Impacted_Lifestock_[#],D,average,20,0,280.0,0.74,00_00_00_00
Impacted_Lifestock_[#],D,average,20,1,280.0,0.74,01_00_00_00
Impacted_Lifestock_[#],D,average,20,3,280.0,0.73,03_00_00_00
Impacted_Lifestock_[#],D,average,20,5,230.0,0.61,05_00_00_00
Impacted_Lifestock_[#],D,average,20,7,230.0,0.61,07_00_00_00
Impacted_Lifestock_[#],D,average,20,9,270.0,0.72,09_00_00_00
Impacted_Lifestock_[#],D,average,20,11,280.0,0.74,11_00_00_00
Impacted_Lifestock_[#],D,average,20,13,280.0,0.74,13_00_00_00
Impacted_Lifestock_[#],D,average,60,0,910.0,0.69,00_00_00_00
Impacted_Lifestock_[#],D,average,60,1,890.0,0.68,01_00_00_00
Impacted_Lifestock_[#],D,average,60,3,870.0,0.66,03_00_00_00
Impacted_Lifestock_[#],D,average,60,5,600.0,0.45,05_00_00_00
Impacted_Lifestock_[#],D,average,60,7,580.0,0.44,07_00_00_00
Impacted_Lifestock_[#],D,average,60,9,870.0,0.66,09_00_00_00
Impacted_Lifestock_[#],D,average,60,11,890.0,0.67,11_00_00_00
Impacted_Lifestock_[#],D,average,60,13,860.0,0.65,13_00_00_00
Impacted_Lifestock_[#],D,average,100,0,1160.0,0.58,00_00_00_00
Impacted_Lifestock_[#],D,average,100,1,1130.0,0.57,01_00_00_00
Impacted_Lifestock_[#],D,average,100,3,1100.0,0.55,03_00_00_00
Impacted_Lifestock_[#],D,average,100,5,690.0,0.35,05_00_00_00
Impacted_Lifestock_[#],D,average,100,7,670.0,0.34,07_00_00_00
Impacted_Lifestock_[#],D,average,100,9,1100.0,0.55,09_00_00_00
Impacted_Lifestock_[#],D,average,100,11,1130.0,0.57,11_00_00_00
Impacted_Lifestock_[#],D,average,100,13,1050.0,0.53,13_00_00_00
Impacted_Lifestock_[#],D&G,average,20,0,300.0,0.73,00_00_00_00
Impacted_Lifestock_[#],D&G,average,20,1,300.0,0.73,01_00_00_00
Impacted_Lifestock_[#],D&G,average,20,3,300.0,0.72,03_00_00_00
Impacted_Lifestock_[#],D&G,average,20,5,230.0,0.55,05_00_00_00
Impacted_Lifestock_[#],D&G,average,20,7,230.0,0.55,07_00_00_00
Impacted_Lifestock_[#],D&G,average,20,9,290.0,0.7,09_00_00_00
Impacted_Lifestock_[#],D&G,average,20,11,300.0,0.73,11_00_00_00
Impacted_Lifestock_[#],D&G,average,20,13,300.0,0.73,13_00_00_00
Impacted_Lifestock_[#],D&G,average,60,0,1030.0,0.68,00_00_00_00
Impacted_Lifestock_[#],D&G,average,60,1,1010.0,0.66,01_00_00_00
Impacted_Lifestock_[#],D&G,average,60,3,990.0,0.65,03_00_00_00
Impacted_Lifestock_[#],D&G,average,60,5,640.0,0.42,05_00_00_00
Impacted_Lifestock_[#],D&G,average,60,7,620.0,0.4,07_00_00_00
Impacted_Lifestock_[#],D&G,average,60,9,980.0,0.64,09_00_00_00
Impacted_Lifestock_[#],D&G,average,60,11,1000.0,0.66,11_00_00_00
Impacted_Lifestock_[#],D&G,average,60,13,930.0,0.61,13_00_00_00
Impacted_Lifestock_[#],D&G,average,100,0,1340.0,0.52,00_00_00_00
Impacted_Lifestock_[#],D&G,average,100,1,1250.0,0.49,01_00_00_00
Impacted_Lifestock_[#],D&G,average,100,3,1220.0,0.48,03_00_00_00
Impacted_Lifestock_[#],D&G,average,100,5,710.0,0.28,05_00_00_00
Impacted_Lifestock_[#],D&G,average,100,7,690.0,0.27,07_00_00_00
Impacted_Lifestock_[#],D&G,average,100,9,1230.0,0.48,09_00_00_00
Impacted_Lifestock_[#],D&G,average,100,11,1270.0,0.5,11_00_00_00
Impacted_Lifestock_[#],D&G,average,100,13,1090.0,0.43,13_00_00_00
Impacted_Lifestock_[#],D&G&Wp,average,20,0,320.0,0.73,00_00_00_00
Impacted_Lifestock_[#],D&G&Wp,average,20,1,320.0,0.72,01_00_00_00
Impacted_Lifestock_[#],D&G&Wp,average,20,3,310.0,0.71,03_00_00_00
Impacted_Lifestock_[#],D&G&Wp,average,20,5,240.0,0.53,05_00_00_00
Impacted_Lifestock_[#],D&G&Wp,average,20,7,240.0,0.53,07_00_00_00
Impacted_Lifestock_[#],D&G&Wp,average,20,9,310.0,0.7,09_00_00_00
Impacted_Lifestock_[#],D&G&Wp,average,20,11,320.0,0.72,11_00_00_00
Impacted_Lifestock_[#],D&G&Wp,average,20,13,320.0,0.73,13_00_00_00
Impacted_Lifestock_[#],D&G&Wp,average,60,0,1220.0,0.66,00_00_00_00
Impacted_Lifestock_[#],D&G&Wp,average,60,1,1160.0,0.63,01_00_00_00
Impacted_Lifestock_[#],D&G&Wp,average,60,3,1140.0,0.62,03_00_00_00
Impacted_Lifestock_[#],D&G&Wp,average,60,5,700.0,0.38,05_00_00_00
Impacted_Lifestock_[#],D&G&Wp,average,60,7,680.0,0.37,07_00_00_00
Impacted_Lifestock_[#],D&G&Wp,average,60,9,1150.0,0.62,09_00_00_00
Impacted_Lifestock_[#],D&G&Wp,average,60,11,1170.0,0.64,11_00_00_00
Impacted_Lifestock_[#],D&G&Wp,average,60,13,1030.0,0.56,13_00_00_00
Impacted_Lifestock_[#],D&G&Wp,average,100,0,1620.0,0.45,00_00_00_00
Impacted_Lifestock_[#],D&G&Wp,average,100,1,1380.0,0.38,01_00_00_00
Impacted_Lifestock_[#],D&G&Wp,average,100,3,1370.0,0.38,03_00_00_00
Impacted_Lifestock_[#],D&G&Wp,average,100,5,760.0,0.21,05_00_00_00
Impacted_Lifestock_[#],D&G&Wp,average,100,7,740.0,0.2,07_00_00_00
Impacted_Lifestock_[#],D&G&Wp,average,100,9,1410.0,0.39,09_00_00_00
Impacted_Lifestock_[#],D&G&Wp,average,100,11,1440.0,0.4,11_00_00_00
Impacted_Lifestock_[#],D&G&Wp,average,100,13,1160.0,0.32,13_00_00_00
Impacted_Lifestock_[#],D&Wp,average,20,0,320.0,0.73,00_00_00_00
Impacted_Lifestock_[#],D&Wp,average,20,1,320.0,0.72,01_00_00_00
Impacted_Lifestock_[#],D&Wp,average,20,3,310.0,0.71,03_00_00_00
Impacted_Lifestock_[#],D&Wp,average,20,5,240.0,0.55,05_00_00_00
Impacted_Lifestock_[#],D&Wp,average,20,7,240.0,0.55,07_00_00_00
Impacted_Lifestock_[#],D&Wp,average,20,9,310.0,0.7,09_00_00_00
Impacted_Lifestock_[#],D&Wp,average,20,11,320.0,0.72,11_00_00_00
Impacted_Lifestock_[#],D&Wp,average,20,13,320.0,0.73,13_00_00_00
Impacted_Lifestock_[#],D&Wp,average,60,0,1250.0,0.66,00_00_00_00
Impacted_Lifestock_[#],D&Wp,average,60,1,1180.0,0.62,01_00_00_00
Impacted_Lifestock_[#],D&Wp,average,60,3,1170.0,0.61,03_00_00_00
Impacted_Lifestock_[#],D&Wp,average,60,5,720.0,0.38,05_00_00_00
Impacted_Lifestock_[#],D&Wp,average,60,7,690.0,0.36,07_00_00_00
Impacted_Lifestock_[#],D&Wp,average,60,9,1180.0,0.62,09_00_00_00
Impacted_Lifestock_[#],D&Wp,average,60,11,1200.0,0.63,11_00_00_00
Impacted_Lifestock_[#],D&Wp,average,60,13,1060.0,0.55,13_00_00_00
Impacted_Lifestock_[#],D&Wp,average,100,0,1670.0,0.43,00_00_00_00
Impacted_Lifestock_[#],D&Wp,average,100,1,1390.0,0.36,01_00_00_00
Impacted_Lifestock_[#],D&Wp,average,100,3,1390.0,0.36,03_00_00_00
Impacted_Lifestock_[#],D&Wp,average,100,5,780.0,0.2,05_00_00_00
Impacted_Lifestock_[#],D&Wp,average,100,7,750.0,0.19,07_00_00_00
Impacted_Lifestock_[#],D&Wp,average,100,9,1430.0,0.37,09_00_00_00
Impacted_Lifestock_[#],D&Wp,average,100,11,1460.0,0.38,11_00_00_00
Impacted_Lifestock_[#],D&Wp,average,100,13,1180.0,0.3,13_00_00_00
Impacted_Lifestock_[#],G,average,20,0,320.0,0.73,00_00_00_00
Impacted_Lifestock_[#],G,average,20,1,320.0,0.72,01_00_00_00
Impacted_Lifestock_[#],G,average,20,3,310.0,0.71,03_00_00_00
Impacted_Lifestock_[#],G,average,20,5,220.0,0.5,05_00_00_00
Impacted_Lifestock_[#],G,average,20,7,220.0,0.5,07_00_00_00
Impacted_Lifestock_[#],G,average,20,9,310.0,0.7,09_00_00_00
Impacted_Lifestock_[#],G,average,20,11,320.0,0.72,11_00_00_00
Impacted_Lifestock_[#],G,average,20,13,320.0,0.73,13_00_00_00
Impacted_Lifestock_[#],G,average,60,0,1150.0,0.67,00_00_00_00
Impacted_Lifestock_[#],G,average,60,1,1120.0,0.65,01_00_00_00
Impacted_Lifestock_[#],G,average,60,3,1100.0,0.64,03_00_00_00
Impacted_Lifestock_[#],G,average,60,5,670.0,0.39,05_00_00_00
Impacted_Lifestock_[#],G,average,60,7,650.0,0.38,07_00_00_00
Impacted_Lifestock_[#],G,average,60,9,1090.0,0.63,09_00_00_00
Impacted_Lifestock_[#],G,average,60,11,1120.0,0.65,11_00_00_00
Impacted_Lifestock_[#],G,average,60,13,990.0,0.58,13_00_00_00
Impacted_Lifestock_[#],G,average,100,0,1510.0,0.49,00_00_00_00
Impacted_Lifestock_[#],G,average,100,1,1370.0,0.44,01_00_00_00
Impacted_Lifestock_[#],G,average,100,3,1350.0,0.43,03_00_00_00
Impacted_Lifestock_[#],G,average,100,5,740.0,0.24,05_00_00_00
Impacted_Lifestock_[#],G,average,100,7,700.0,0.22,07_00_00_00
Impacted_Lifestock_[#],G,average,100,9,1370.0,0.44,09_00_00_00
Impacted_Lifestock_[#],G,average,100,11,1400.0,0.45,11_00_00_00
Impacted_Lifestock_[#],G,average,100,13,1130.0,0.36,13_00_00_00
Impacted_Lifestock_[#],G&Wp,average,20,0,340.0,0.72,00_00_00_00
Impacted_Lifestock_[#],G&Wp,average,20,1,340.0,0.72,01_00_00_00
Impacted_Lifestock_[#],G&Wp,average,20,3,330.0,0.7,03_00_00_00
Impacted_Lifestock_[#],G&Wp,average,20,5,240.0,0.5,05_00_00_00
Impacted_Lifestock_[#],G&Wp,average,20,7,240.0,0.5,07_00_00_00
Impacted_Lifestock_[#],G&Wp,average,20,9,330.0,0.69,09_00_00_00
Impacted_Lifestock_[#],G&Wp,average,20,11,340.0,0.72,11_00_00_00
Impacted_Lifestock_[#],G&Wp,average,20,13,340.0,0.72,13_00_00_00
Impacted_Lifestock_[#],G&Wp,average,60,0,1370.0,0.65,00_00_00_00
Impacted_Lifestock_[#],G&Wp,average,60,1,1300.0,0.62,01_00_00_00
Impacted_Lifestock_[#],G&Wp,average,60,3,1280.0,0.61,03_00_00_00
Impacted_Lifestock_[#],G&Wp,average,60,5,750.0,0.36,05_00_00_00
Impacted_Lifestock_[#],G&Wp,average,60,7,730.0,0.34,07_00_00_00
Impacted_Lifestock_[#],G&Wp,average,60,9,1290.0,0.61,09_00_00_00
Impacted_Lifestock_[#],G&Wp,average,60,11,1310.0,0.62,11_00_00_00
Impacted_Lifestock_[#],G&Wp,average,60,13,1120.0,0.53,13_00_00_00
Impacted_Lifestock_[#],G&Wp,average,100,0,1840.0,0.42,00_00_00_00
Impacted_Lifestock_[#],G&Wp,average,100,1,1510.0,0.34,01_00_00_00
Impacted_Lifestock_[#],G&Wp,average,100,3,1510.0,0.34,03_00_00_00
Impacted_Lifestock_[#],G&Wp,average,100,5,800.0,0.18,05_00_00_00
Impacted_Lifestock_[#],G&Wp,average,100,7,770.0,0.17,07_00_00_00
Impacted_Lifestock_[#],G&Wp,average,100,9,1570.0,0.35,09_00_00_00
Impacted_Lifestock_[#],G&Wp,average,100,11,1600.0,0.36,11_00_00_00
Impacted_Lifestock_[#],G&Wp,average,100,13,1210.0,0.27,13_00_00_00
Impacted_Lifestock_[#],Wp,average,20,0,360.0,0.72,00_00_00_00
Impacted_Lifestock_[#],Wp,average,20,1,360.0,0.71,01_00_00_00
Impacted_Lifestock_[#],Wp,average,20,3,350.0,0.7,03_00_00_00
Impacted_Lifestock_[#],Wp,average,20,5,260.0,0.51,05_00_00_00
Impacted_Lifestock_[#],Wp,average,20,7,260.0,0.51,07_00_00_00
Impacted_Lifestock_[#],Wp,average,20,9,350.0,0.69,09_00_00_00
Impacted_Lifestock_[#],Wp,average,20,11,360.0,0.71,11_00_00_00
Impacted_Lifestock_[#],Wp,average,20,13,360.0,0.72,13_00_00_00
Impacted_Lifestock_[#],Wp,average,60,0,1590.0,0.64,00_00_00_00
Impacted_Lifestock_[#],Wp,average,60,1,1470.0,0.59,01_00_00_00
Impacted_Lifestock_[#],Wp,average,60,3,1460.0,0.59,03_00_00_00
Impacted_Lifestock_[#],Wp,average,60,5,830.0,0.33,05_00_00_00
Impacted_Lifestock_[#],Wp,average,60,7,800.0,0.32,07_00_00_00
Impacted_Lifestock_[#],Wp,average,60,9,1490.0,0.6,09_00_00_00
Impacted_Lifestock_[#],Wp,average,60,11,1510.0,0.61,11_00_00_00
Impacted_Lifestock_[#],Wp,average,60,13,1250.0,0.5,13_00_00_00
Impacted_Lifestock_[#],Wp,average,100,0,2180.0,0.38,00_00_00_00
Impacted_Lifestock_[#],Wp,average,100,1,1650.0,0.29,01_00_00_00
Impacted_Lifestock_[#],Wp,average,100,3,1670.0,0.29,03_00_00_00
Impacted_Lifestock_[#],Wp,average,100,5,860.0,0.15,05_00_00_00
Impacted_Lifestock_[#],Wp,average,100,7,830.0,0.15,07_00_00_00
Impacted_Lifestock_[#],Wp,average,100,9,1770.0,0.31,09_00_00_00
Impacted_Lifestock_[#],Wp,average,100,11,1790.0,0.31,11_00_00_00
Impacted_Lifestock_[#],Wp,average,100,13,1300.0,0.23,13_00_00_00
