objective_parameter,scenario_of_interest,robustness_metric,year,flood_agr,Value,normalized_values,pw_combi
Farmer_Flood_Costs_[MEUR],Wp,average,20,1,10.0,0.0,01_00_00_00
Farmer_Flood_Costs_[MEUR],Wp,average,20,3,10.0,0.0,03_00_00_00
Farmer_Flood_Costs_[MEUR],Wp,average,20,5,40.0,0.22,05_00_00_00
Farmer_Flood_Costs_[MEUR],Wp,average,20,7,50.0,0.28,07_00_00_00
Farmer_Flood_Costs_[MEUR],Wp,average,20,9,10.0,0.03,09_00_00_00
Farmer_Flood_Costs_[MEUR],Wp,average,20,11,10.0,0.0,11_00_00_00
Farmer_Flood_Costs_[MEUR],Wp,average,20,13,10.0,0.0,13_00_00_00
Farmer_Flood_Costs_[MEUR],Wp,average,60,0,0.0,0.0,00_00_00_00
Farmer_Flood_Costs_[MEUR],Wp,average,60,1,50.0,0.13,01_00_00_00
Farmer_Flood_Costs_[MEUR],Wp,average,60,3,50.0,0.13,03_00_00_00
Farmer_Flood_Costs_[MEUR],Wp,average,60,5,150.0,0.4,05_00_00_00
Farmer_Flood_Costs_[MEUR],Wp,average,60,7,150.0,0.41,07_00_00_00
Farmer_Flood_Costs_[MEUR],Wp,average,60,9,110.0,0.31,09_00_00_00
Farmer_Flood_Costs_[MEUR],Wp,average,60,11,70.0,0.19,11_00_00_00
Farmer_Flood_Costs_[MEUR],Wp,average,60,13,110.0,0.31,13_00_00_00
Farmer_Flood_Costs_[MEUR],Wp,average,100,0,0.0,0.0,00_00_00_00
Farmer_Flood_Costs_[MEUR],Wp,average,100,1,140.0,0.26,01_00_00_00
Farmer_Flood_Costs_[MEUR],Wp,average,100,3,140.0,0.26,03_00_00_00
Farmer_Flood_Costs_[MEUR],Wp,average,100,5,160.0,0.31,05_00_00_00
Farmer_Flood_Costs_[MEUR],Wp,average,100,7,150.0,0.29,07_00_00_00
Farmer_Flood_Costs_[MEUR],Wp,average,100,9,350.0,0.69,09_00_00_00
Farmer_Flood_Costs_[MEUR],Wp,average,100,11,330.0,0.65,11_00_00_00
Farmer_Flood_Costs_[MEUR],Wp,average,100,13,170.0,0.33,13_00_00_00
Impacted_Lifestock_[#],D,average,20,0,380.0,1.0,00_00_00_00
Impacted_Lifestock_[#],D,average,20,1,380.0,0.99,01_00_00_00
Impacted_Lifestock_[#],D,average,20,3,370.0,0.98,03_00_00_00
Impacted_Lifestock_[#],D,average,20,5,310.0,0.81,05_00_00_00
Impacted_Lifestock_[#],D,average,20,7,310.0,0.81,07_00_00_00
Impacted_Lifestock_[#],D,average,20,9,380.0,1.0,09_00_00_00
Impacted_Lifestock_[#],D,average,20,11,380.0,0.99,11_00_00_00
Impacted_Lifestock_[#],D,average,20,13,380.0,1.0,13_00_00_00
Impacted_Lifestock_[#],D,average,60,0,1320.0,1.0,00_00_00_00
Impacted_Lifestock_[#],D,average,60,1,1290.0,0.98,01_00_00_00
Impacted_Lifestock_[#],D,average,60,3,1250.0,0.95,03_00_00_00
Impacted_Lifestock_[#],D,average,60,5,710.0,0.54,05_00_00_00
Impacted_Lifestock_[#],D,average,60,7,680.0,0.52,07_00_00_00
Impacted_Lifestock_[#],D,average,60,9,1310.0,0.99,09_00_00_00
Impacted_Lifestock_[#],D,average,60,11,1300.0,0.98,11_00_00_00
Impacted_Lifestock_[#],D,average,60,13,1250.0,0.95,13_00_00_00
Impacted_Lifestock_[#],D,average,100,0,1990.0,1.0,00_00_00_00
Impacted_Lifestock_[#],D,average,100,1,1900.0,0.95,01_00_00_00
Impacted_Lifestock_[#],D,average,100,3,1840.0,0.92,03_00_00_00
Impacted_Lifestock_[#],D,average,100,5,860.0,0.43,05_00_00_00
Impacted_Lifestock_[#],D,average,100,7,830.0,0.42,07_00_00_00
Impacted_Lifestock_[#],D,average,100,9,1950.0,0.98,09_00_00_00
Impacted_Lifestock_[#],D,average,100,11,1940.0,0.98,11_00_00_00
Impacted_Lifestock_[#],D,average,100,13,1690.0,0.85,13_00_00_00
Impacted_Lifestock_[#],D&G,average,20,0,410.0,1.0,00_00_00_00
Impacted_Lifestock_[#],D&G,average,20,1,410.0,0.99,01_00_00_00
Impacted_Lifestock_[#],D&G,average,20,3,400.0,0.97,03_00_00_00
Impacted_Lifestock_[#],D&G,average,20,5,290.0,0.71,05_00_00_00
Impacted_Lifestock_[#],D&G,average,20,7,290.0,0.71,07_00_00_00
Impacted_Lifestock_[#],D&G,average,20,9,410.0,1.0,09_00_00_00
Impacted_Lifestock_[#],D&G,average,20,11,410.0,0.99,11_00_00_00
Impacted_Lifestock_[#],D&G,average,20,13,410.0,1.0,13_00_00_00
Impacted_Lifestock_[#],D&G,average,60,0,1520.0,1.0,00_00_00_00
Impacted_Lifestock_[#],D&G,average,60,1,1470.0,0.97,01_00_00_00
Impacted_Lifestock_[#],D&G,average,60,3,1440.0,0.95,03_00_00_00
Impacted_Lifestock_[#],D&G,average,60,5,760.0,0.5,05_00_00_00
Impacted_Lifestock_[#],D&G,average,60,7,730.0,0.48,07_00_00_00
Impacted_Lifestock_[#],D&G,average,60,9,1500.0,0.98,09_00_00_00
Impacted_Lifestock_[#],D&G,average,60,11,1490.0,0.98,11_00_00_00
Impacted_Lifestock_[#],D&G,average,60,13,1270.0,0.84,13_00_00_00
Impacted_Lifestock_[#],D&G,average,100,0,2550.0,1.0,00_00_00_00
Impacted_Lifestock_[#],D&G,average,100,1,2240.0,0.88,01_00_00_00
Impacted_Lifestock_[#],D&G,average,100,3,2190.0,0.86,03_00_00_00
Impacted_Lifestock_[#],D&G,average,100,5,930.0,0.36,05_00_00_00
Impacted_Lifestock_[#],D&G,average,100,7,900.0,0.35,07_00_00_00
Impacted_Lifestock_[#],D&G,average,100,9,2380.0,0.94,09_00_00_00
Impacted_Lifestock_[#],D&G,average,100,11,2400.0,0.94,11_00_00_00
Impacted_Lifestock_[#],D&G,average,100,13,1760.0,0.69,13_00_00_00
Impacted_Lifestock_[#],D&G&Wp,average,20,0,440.0,1.0,00_00_00_00
Impacted_Lifestock_[#],D&G&Wp,average,20,1,440.0,0.99,01_00_00_00
Impacted_Lifestock_[#],D&G&Wp,average,20,3,430.0,0.98,03_00_00_00
Impacted_Lifestock_[#],D&G&Wp,average,20,5,340.0,0.77,05_00_00_00
Impacted_Lifestock_[#],D&G&Wp,average,20,7,340.0,0.77,07_00_00_00
Impacted_Lifestock_[#],D&G&Wp,average,20,9,440.0,1.0,09_00_00_00
Impacted_Lifestock_[#],D&G&Wp,average,20,11,440.0,0.99,11_00_00_00
Impacted_Lifestock_[#],D&G&Wp,average,20,13,440.0,1.0,13_00_00_00
Impacted_Lifestock_[#],D&G&Wp,average,60,0,1840.0,1.0,00_00_00_00
Impacted_Lifestock_[#],D&G&Wp,average,60,1,1700.0,0.93,01_00_00_00
Impacted_Lifestock_[#],D&G&Wp,average,60,3,1670.0,0.91,03_00_00_00
Impacted_Lifestock_[#],D&G&Wp,average,60,5,850.0,0.46,05_00_00_00
Impacted_Lifestock_[#],D&G&Wp,average,60,7,830.0,0.45,07_00_00_00
Impacted_Lifestock_[#],D&G&Wp,average,60,9,1800.0,0.98,09_00_00_00
Impacted_Lifestock_[#],D&G&Wp,average,60,11,1800.0,0.98,11_00_00_00
Impacted_Lifestock_[#],D&G&Wp,average,60,13,1400.0,0.76,13_00_00_00
Impacted_Lifestock_[#],D&G&Wp,average,100,0,3610.0,1.0,00_00_00_00
Impacted_Lifestock_[#],D&G&Wp,average,100,1,2470.0,0.69,01_00_00_00
Impacted_Lifestock_[#],D&G&Wp,average,100,3,2480.0,0.69,03_00_00_00
Impacted_Lifestock_[#],D&G&Wp,average,100,5,990.0,0.27,05_00_00_00
Impacted_Lifestock_[#],D&G&Wp,average,100,7,950.0,0.26,07_00_00_00
Impacted_Lifestock_[#],D&G&Wp,average,100,9,2870.0,0.8,09_00_00_00
Impacted_Lifestock_[#],D&G&Wp,average,100,11,2930.0,0.81,11_00_00_00
Impacted_Lifestock_[#],D&G&Wp,average,100,13,1750.0,0.49,13_00_00_00
Impacted_Lifestock_[#],D&Wp,average,20,0,440.0,1.0,00_00_00_00
Impacted_Lifestock_[#],D&Wp,average,20,1,440.0,1.0,01_00_00_00
Impacted_Lifestock_[#],D&Wp,average,20,3,430.0,0.99,03_00_00_00
Impacted_Lifestock_[#],D&Wp,average,20,5,370.0,0.84,05_00_00_00
Impacted_Lifestock_[#],D&Wp,average,20,7,370.0,0.84,07_00_00_00
Impacted_Lifestock_[#],D&Wp,average,20,9,440.0,1.0,09_00_00_00
Impacted_Lifestock_[#],D&Wp,average,20,11,440.0,1.0,11_00_00_00
Impacted_Lifestock_[#],D&Wp,average,20,13,440.0,1.0,13_00_00_00
Impacted_Lifestock_[#],D&Wp,average,60,0,1900.0,1.0,00_00_00_00
Impacted_Lifestock_[#],D&Wp,average,60,1,1730.0,0.91,01_00_00_00
Impacted_Lifestock_[#],D&Wp,average,60,3,1690.0,0.89,03_00_00_00
Impacted_Lifestock_[#],D&Wp,average,60,5,870.0,0.46,05_00_00_00
Impacted_Lifestock_[#],D&Wp,average,60,7,860.0,0.45,07_00_00_00
Impacted_Lifestock_[#],D&Wp,average,60,9,1860.0,0.98,09_00_00_00
Impacted_Lifestock_[#],D&Wp,average,60,11,1860.0,0.98,11_00_00_00
Impacted_Lifestock_[#],D&Wp,average,60,13,1460.0,0.77,13_00_00_00
Impacted_Lifestock_[#],D&Wp,average,100,0,3860.0,1.0,00_00_00_00
Impacted_Lifestock_[#],D&Wp,average,100,1,2410.0,0.63,01_00_00_00
Impacted_Lifestock_[#],D&Wp,average,100,3,2450.0,0.63,03_00_00_00
Impacted_Lifestock_[#],D&Wp,average,100,5,990.0,0.26,05_00_00_00
Impacted_Lifestock_[#],D&Wp,average,100,7,950.0,0.24,07_00_00_00
Impacted_Lifestock_[#],D&Wp,average,100,9,2900.0,0.75,09_00_00_00
Impacted_Lifestock_[#],D&Wp,average,100,11,2980.0,0.77,11_00_00_00
Impacted_Lifestock_[#],D&Wp,average,100,13,1710.0,0.44,13_00_00_00
Impacted_Lifestock_[#],G,average,20,0,440.0,1.0,00_00_00_00
Impacted_Lifestock_[#],G,average,20,1,440.0,0.99,01_00_00_00
Impacted_Lifestock_[#],G,average,20,3,430.0,0.97,03_00_00_00
Impacted_Lifestock_[#],G,average,20,5,280.0,0.63,05_00_00_00
Impacted_Lifestock_[#],G,average,20,7,280.0,0.63,07_00_00_00
Impacted_Lifestock_[#],G,average,20,9,440.0,1.0,09_00_00_00
Impacted_Lifestock_[#],G,average,20,11,440.0,0.99,11_00_00_00
Impacted_Lifestock_[#],G,average,20,13,440.0,1.0,13_00_00_00
Impacted_Lifestock_[#],G,average,60,0,1720.0,1.0,00_00_00_00
Impacted_Lifestock_[#],G,average,60,1,1650.0,0.96,01_00_00_00
Impacted_Lifestock_[#],G,average,60,3,1620.0,0.94,03_00_00_00
Impacted_Lifestock_[#],G,average,60,5,810.0,0.47,05_00_00_00
Impacted_Lifestock_[#],G,average,60,7,770.0,0.45,07_00_00_00
Impacted_Lifestock_[#],G,average,60,9,1680.0,0.98,09_00_00_00
Impacted_Lifestock_[#],G,average,60,11,1690.0,0.98,11_00_00_00
Impacted_Lifestock_[#],G,average,60,13,1290.0,0.75,13_00_00_00
Impacted_Lifestock_[#],G,average,100,0,3100.0,1.0,00_00_00_00
Impacted_Lifestock_[#],G,average,100,1,2590.0,0.83,01_00_00_00
Impacted_Lifestock_[#],G,average,100,3,2540.0,0.82,03_00_00_00
Impacted_Lifestock_[#],G,average,100,5,1000.0,0.32,05_00_00_00
Impacted_Lifestock_[#],G,average,100,7,970.0,0.31,07_00_00_00
Impacted_Lifestock_[#],G,average,100,9,2820.0,0.91,09_00_00_00
Impacted_Lifestock_[#],G,average,100,11,2850.0,0.92,11_00_00_00
Impacted_Lifestock_[#],G,average,100,13,1840.0,0.59,13_00_00_00
Impacted_Lifestock_[#],G&Wp,average,20,0,470.0,1.0,00_00_00_00
Impacted_Lifestock_[#],G&Wp,average,20,1,470.0,0.99,01_00_00_00
Impacted_Lifestock_[#],G&Wp,average,20,3,460.0,0.98,03_00_00_00
Impacted_Lifestock_[#],G&Wp,average,20,5,360.0,0.75,05_00_00_00
Impacted_Lifestock_[#],G&Wp,average,20,7,360.0,0.75,07_00_00_00
Impacted_Lifestock_[#],G&Wp,average,20,9,470.0,1.0,09_00_00_00
Impacted_Lifestock_[#],G&Wp,average,20,11,470.0,0.99,11_00_00_00
Impacted_Lifestock_[#],G&Wp,average,20,13,470.0,1.0,13_00_00_00
Impacted_Lifestock_[#],G&Wp,average,60,0,2100.0,1.0,00_00_00_00
Impacted_Lifestock_[#],G&Wp,average,60,1,1910.0,0.91,01_00_00_00
Impacted_Lifestock_[#],G&Wp,average,60,3,1870.0,0.89,03_00_00_00
Impacted_Lifestock_[#],G&Wp,average,60,5,920.0,0.44,05_00_00_00
Impacted_Lifestock_[#],G&Wp,average,60,7,900.0,0.43,07_00_00_00
Impacted_Lifestock_[#],G&Wp,average,60,9,2040.0,0.97,09_00_00_00
Impacted_Lifestock_[#],G&Wp,average,60,11,2050.0,0.98,11_00_00_00
Impacted_Lifestock_[#],G&Wp,average,60,13,1480.0,0.7,13_00_00_00
Impacted_Lifestock_[#],G&Wp,average,100,0,4410.0,1.0,00_00_00_00
Impacted_Lifestock_[#],G&Wp,average,100,1,2760.0,0.62,01_00_00_00
Impacted_Lifestock_[#],G&Wp,average,100,3,2800.0,0.63,03_00_00_00
Impacted_Lifestock_[#],G&Wp,average,100,5,1060.0,0.24,05_00_00_00
Impacted_Lifestock_[#],G&Wp,average,100,7,1010.0,0.23,07_00_00_00
Impacted_Lifestock_[#],G&Wp,average,100,9,3330.0,0.75,09_00_00_00
Impacted_Lifestock_[#],G&Wp,average,100,11,3430.0,0.78,11_00_00_00
Impacted_Lifestock_[#],G&Wp,average,100,13,1780.0,0.4,13_00_00_00
Impacted_Lifestock_[#],Wp,average,20,0,500.0,1.0,00_00_00_00
Impacted_Lifestock_[#],Wp,average,20,1,500.0,1.0,01_00_00_00
Impacted_Lifestock_[#],Wp,average,20,3,490.0,0.99,03_00_00_00
Impacted_Lifestock_[#],Wp,average,20,5,430.0,0.86,05_00_00_00
Impacted_Lifestock_[#],Wp,average,20,7,430.0,0.86,07_00_00_00
Impacted_Lifestock_[#],Wp,average,20,9,500.0,1.0,09_00_00_00
Impacted_Lifestock_[#],Wp,average,20,11,500.0,1.0,11_00_00_00
Impacted_Lifestock_[#],Wp,average,20,13,500.0,1.0,13_00_00_00
Impacted_Lifestock_[#],Wp,average,60,0,2480.0,1.0,00_00_00_00
Impacted_Lifestock_[#],Wp,average,60,1,2170.0,0.87,01_00_00_00
Impacted_Lifestock_[#],Wp,average,60,3,2130.0,0.86,03_00_00_00
Impacted_Lifestock_[#],Wp,average,60,5,1030.0,0.42,05_00_00_00
Impacted_Lifestock_[#],Wp,average,60,7,1030.0,0.42,07_00_00_00
Impacted_Lifestock_[#],Wp,average,60,9,2400.0,0.97,09_00_00_00
Impacted_Lifestock_[#],Wp,average,60,11,2420.0,0.97,11_00_00_00
Impacted_Lifestock_[#],Wp,average,60,13,1670.0,0.67,13_00_00_00
Impacted_Lifestock_[#],Wp,average,100,0,5720.0,1.0,00_00_00_00
Impacted_Lifestock_[#],Wp,average,100,1,2930.0,0.51,01_00_00_00
Impacted_Lifestock_[#],Wp,average,100,3,3050.0,0.53,03_00_00_00
Impacted_Lifestock_[#],Wp,average,100,5,1120.0,0.19,05_00_00_00
Impacted_Lifestock_[#],Wp,average,100,7,1060.0,0.19,07_00_00_00
Impacted_Lifestock_[#],Wp,average,100,9,3850.0,0.67,09_00_00_00
Impacted_Lifestock_[#],Wp,average,100,11,4010.0,0.7,11_00_00_00
Impacted_Lifestock_[#],Wp,average,100,13,1730.0,0.3,13_00_00_00
