objective_parameter,pw_combi,scenario_of_interest,robustness_metric,year,Value,normalized_values,flood_agr,drought_agr,flood_urb,drought_shp
Crop_Productivity_Loss_[%],07_00_00_05,D&G&Wp,average,60,30.0,0.94,7,0,0,5
Crop_Productivity_Loss_[%],07_00_00_05,D&G&Wp,average,100,40.0,0.93,7,0,0,5
Crop_Productivity_Loss_[%],07_00_00_05,D&Wp,average,20,30.0,0.98,7,0,0,5
Crop_Productivity_Loss_[%],07_00_00_05,D&Wp,average,60,40.0,0.95,7,0,0,5
Crop_Productivity_Loss_[%],07_00_00_05,D&Wp,average,100,40.0,0.94,7,0,0,5
Crop_Productivity_Loss_[%],07_00_00_05,G,average,20,20.0,0.95,7,0,0,5
Crop_Productivity_Loss_[%],07_00_00_05,G,average,60,30.0,0.92,7,0,0,5
Crop_Productivity_Loss_[%],07_00_00_05,G,average,100,30.0,0.88,7,0,0,5
Crop_Productivity_Loss_[%],07_00_00_05,G&Wp,average,20,30.0,0.97,7,0,0,5
Crop_Productivity_Loss_[%],07_00_00_05,G&Wp,average,60,40.0,0.95,7,0,0,5
Crop_Productivity_Loss_[%],07_00_00_05,G&Wp,average,100,40.0,0.93,7,0,0,5
Crop_Productivity_Loss_[%],07_00_00_05,Wp,average,20,30.0,0.99,7,0,0,5
Crop_Productivity_Loss_[%],07_00_00_05,Wp,average,60,50.0,0.96,7,0,0,5
Crop_Productivity_Loss_[%],07_00_00_05,Wp,average,100,60.0,0.95,7,0,0,5
Crop_Productivity_Loss_[%],07_00_00_07,D,average,20,20.0,0.97,7,0,0,7
Crop_Productivity_Loss_[%],07_00_00_07,D,average,60,20.0,0.94,7,0,0,7
Crop_Productivity_Loss_[%],07_00_00_07,D,average,100,20.0,0.91,7,0,0,7
Crop_Productivity_Loss_[%],07_00_00_07,D&G,average,20,20.0,0.96,7,0,0,7
Crop_Productivity_Loss_[%],07_00_00_07,D&G,average,60,30.0,0.93,7,0,0,7
Crop_Productivity_Loss_[%],07_00_00_07,D&G,average,100,20.0,0.89,7,0,0,7
Crop_Productivity_Loss_[%],07_00_00_07,D&G&Wp,average,20,30.0,0.97,7,0,0,7
Crop_Productivity_Loss_[%],07_00_00_07,D&G&Wp,average,60,30.0,0.94,7,0,0,7
Crop_Productivity_Loss_[%],07_00_00_07,D&G&Wp,average,100,40.0,0.93,7,0,0,7
Crop_Productivity_Loss_[%],07_00_00_07,D&Wp,average,20,30.0,0.98,7,0,0,7
Crop_Productivity_Loss_[%],07_00_00_07,D&Wp,average,60,40.0,0.95,7,0,0,7
Crop_Productivity_Loss_[%],07_00_00_07,D&Wp,average,100,40.0,0.94,7,0,0,7
Crop_Productivity_Loss_[%],07_00_00_07,G,average,20,20.0,0.95,7,0,0,7
Crop_Productivity_Loss_[%],07_00_00_07,G,average,60,30.0,0.92,7,0,0,7
Crop_Productivity_Loss_[%],07_00_00_07,G,average,100,30.0,0.88,7,0,0,7
Crop_Productivity_Loss_[%],07_00_00_07,G&Wp,average,20,30.0,0.97,7,0,0,7
Crop_Productivity_Loss_[%],07_00_00_07,G&Wp,average,60,40.0,0.95,7,0,0,7
Crop_Productivity_Loss_[%],07_00_00_07,G&Wp,average,100,40.0,0.93,7,0,0,7
Crop_Productivity_Loss_[%],07_00_00_07,Wp,average,20,30.0,0.99,7,0,0,7
Crop_Productivity_Loss_[%],07_00_00_07,Wp,average,60,50.0,0.96,7,0,0,7
Crop_Productivity_Loss_[%],07_00_00_07,Wp,average,100,60.0,0.95,7,0,0,7
Crop_Productivity_Loss_[%],07_00_00_08,D,average,20,20.0,0.97,7,0,0,8
Crop_Productivity_Loss_[%],07_00_00_08,D,average,60,20.0,0.94,7,0,0,8
Crop_Productivity_Loss_[%],07_00_00_08,D,average,100,20.0,0.91,7,0,0,8
Crop_Productivity_Loss_[%],07_00_00_08,D&G,average,20,20.0,0.96,7,0,0,8
Crop_Productivity_Loss_[%],07_00_00_08,D&G,average,60,30.0,0.93,7,0,0,8
Crop_Productivity_Loss_[%],07_00_00_08,D&G,average,100,20.0,0.89,7,0,0,8
Crop_Productivity_Loss_[%],07_00_00_08,D&G&Wp,average,20,30.0,0.97,7,0,0,8
Crop_Productivity_Loss_[%],07_00_00_08,D&G&Wp,average,60,30.0,0.94,7,0,0,8
Crop_Productivity_Loss_[%],07_00_00_08,D&G&Wp,average,100,40.0,0.93,7,0,0,8
Crop_Productivity_Loss_[%],07_00_00_08,D&Wp,average,20,30.0,0.98,7,0,0,8
Crop_Productivity_Loss_[%],07_00_00_08,D&Wp,average,60,40.0,0.95,7,0,0,8
Crop_Productivity_Loss_[%],07_00_00_08,D&Wp,average,100,40.0,0.94,7,0,0,8
Crop_Productivity_Loss_[%],07_00_00_08,G,average,20,20.0,0.95,7,0,0,8
