objective_parameter,scenario_of_interest,robustness_metric,year,flood_agr,Value,normalized_values,pw_combi
Crop_Loss,G&Wp,average,20,00,43.68,1.0,00_00_00_00
Crop_Loss,G&Wp,average,20,01,44.1,1.01,01_00_00_00
Crop_Loss,G&Wp,average,20,03,44.73,1.02,03_00_00_00
Crop_Loss,G&Wp,average,20,05,42.48,0.97,05_00_00_00
Crop_Loss,G&Wp,average,20,07,42.48,0.97,07_00_00_00
Crop_Loss,G&Wp,average,20,09,43.68,1.0,09_00_00_00
Crop_Loss,G&Wp,average,20,11,44.1,1.01,11_00_00_00
Crop_Loss,G&Wp,average,20,13,43.56,1.0,13_00_00_00
Crop_Loss,G&Wp,average,60,00,206.44,1.0,00_00_00_00
Crop_Loss,G&Wp,average,60,01,225.34,1.09,01_00_00_00
Crop_Loss,G&Wp,average,60,03,229.99,1.11,03_00_00_00
Crop_Loss,G&Wp,average,60,05,194.15,0.94,05_00_00_00
Crop_Loss,G&Wp,average,60,07,195.23,0.95,07_00_00_00
Crop_Loss,G&Wp,average,60,09,219.33,1.06,09_00_00_00
Crop_Loss,G&Wp,average,60,11,217.45,1.05,11_00_00_00
Crop_Loss,G&Wp,average,60,13,198.94,0.96,13_00_00_00
Crop_Loss,G&Wp,average,100,00,413.36,1.0,00_00_00_00
Crop_Loss,G&Wp,average,100,01,458.37,1.11,01_00_00_00
Crop_Loss,G&Wp,average,100,03,464.68,1.12,03_00_00_00
Crop_Loss,G&Wp,average,100,05,381.92,0.92,05_00_00_00
Crop_Loss,G&Wp,average,100,07,385.0,0.93,07_00_00_00
Crop_Loss,G&Wp,average,100,09,452.2,1.09,09_00_00_00
Crop_Loss,G&Wp,average,100,11,445.67,1.08,11_00_00_00
Crop_Loss,G&Wp,average,100,13,390.45,0.94,13_00_00_00
Crop_Loss,Wp,average,20,00,51.44,1.0,00_00_00_00
Crop_Loss,Wp,average,20,01,51.99,1.01,01_00_00_00
Crop_Loss,Wp,average,20,03,52.4,1.02,03_00_00_00
Crop_Loss,Wp,average,20,05,50.79,0.99,05_00_00_00
Crop_Loss,Wp,average,20,07,50.79,0.99,07_00_00_00
Crop_Loss,Wp,average,20,09,51.44,1.0,09_00_00_00
Crop_Loss,Wp,average,20,11,51.99,1.01,11_00_00_00
Crop_Loss,Wp,average,20,13,51.36,1.0,13_00_00_00
Crop_Loss,Wp,average,60,00,276.55,1.0,00_00_00_00
Crop_Loss,Wp,average,60,01,298.49,1.08,01_00_00_00
Crop_Loss,Wp,average,60,03,303.48,1.1,03_00_00_00
Crop_Loss,Wp,average,60,05,262.67,0.95,05_00_00_00
Crop_Loss,Wp,average,60,07,265.07,0.96,07_00_00_00
Crop_Loss,Wp,average,60,09,291.82,1.06,09_00_00_00
Crop_Loss,Wp,average,60,11,291.61,1.05,11_00_00_00
Crop_Loss,Wp,average,60,13,267.69,0.97,13_00_00_00
Crop_Loss,Wp,average,100,00,594.4,1.0,00_00_00_00
Crop_Loss,Wp,average,100,01,644.02,1.08,01_00_00_00
Crop_Loss,Wp,average,100,03,650.04,1.09,03_00_00_00
Crop_Loss,Wp,average,100,05,560.06,0.94,05_00_00_00
Crop_Loss,Wp,average,100,07,565.55,0.95,07_00_00_00
Crop_Loss,Wp,average,100,09,639.63,1.08,09_00_00_00
Crop_Loss,Wp,average,100,11,637.18,1.07,11_00_00_00
Crop_Loss,Wp,average,100,13,568.61,0.96,13_00_00_00
Farmer_Flood_Measure_Costs,D,average,20,00,0.0,0.0,00_00_00_00
Farmer_Flood_Measure_Costs,D,average,20,01,0.07,0.0,01_00_00_00
Farmer_Flood_Measure_Costs,D,average,20,03,0.04,0.0,03_00_00_00
Farmer_Flood_Measure_Costs,D,average,20,05,33.6,0.22,05_00_00_00
Farmer_Flood_Measure_Costs,D,average,20,07,42.6,0.28,07_00_00_00
Farmer_Flood_Measure_Costs,D,average,20,09,5.0,0.03,09_00_00_00
Farmer_Flood_Measure_Costs,D,average,20,11,0.07,0.0,11_00_00_00
Farmer_Flood_Measure_Costs,D,average,20,13,0.72,0.0,13_00_00_00
Farmer_Flood_Measure_Costs,D,average,60,00,0.0,0.0,00_00_00_00
Farmer_Flood_Measure_Costs,D,average,60,01,12.67,0.04,01_00_00_00
Farmer_Flood_Measure_Costs,D,average,60,03,11.93,0.03,03_00_00_00
Farmer_Flood_Measure_Costs,D,average,60,05,118.0,0.34,05_00_00_00
Farmer_Flood_Measure_Costs,D,average,60,07,113.67,0.32,07_00_00_00
Farmer_Flood_Measure_Costs,D,average,60,09,84.33,0.24,09_00_00_00
Farmer_Flood_Measure_Costs,D,average,60,11,24.34,0.07,11_00_00_00
Farmer_Flood_Measure_Costs,D,average,60,13,79.24,0.23,13_00_00_00
Farmer_Flood_Measure_Costs,D,average,100,00,0.0,0.0,00_00_00_00
Farmer_Flood_Measure_Costs,D,average,100,01,15.07,0.03,01_00_00_00
Farmer_Flood_Measure_Costs,D,average,100,03,13.78,0.03,03_00_00_00
Farmer_Flood_Measure_Costs,D,average,100,05,140.4,0.28,05_00_00_00
Farmer_Flood_Measure_Costs,D,average,100,07,142.28,0.28,07_00_00_00
Farmer_Flood_Measure_Costs,D,average,100,09,205.22,0.41,09_00_00_00
Farmer_Flood_Measure_Costs,D,average,100,11,111.62,0.22,11_00_00_00
Farmer_Flood_Measure_Costs,D,average,100,13,132.75,0.27,13_00_00_00
Farmer_Flood_Measure_Costs,D&G,average,20,00,0.0,0.0,00_00_00_00
Farmer_Flood_Measure_Costs,D&G,average,20,01,0.08,0.0,01_00_00_00
Farmer_Flood_Measure_Costs,D&G,average,20,03,0.05,0.0,03_00_00_00
Farmer_Flood_Measure_Costs,D&G,average,20,05,33.6,0.22,05_00_00_00
Farmer_Flood_Measure_Costs,D&G,average,20,07,42.6,0.28,07_00_00_00
Farmer_Flood_Measure_Costs,D&G,average,20,09,5.51,0.04,09_00_00_00
Farmer_Flood_Measure_Costs,D&G,average,20,11,0.08,0.0,11_00_00_00
Farmer_Flood_Measure_Costs,D&G,average,20,13,0.76,0.01,13_00_00_00
Farmer_Flood_Measure_Costs,D&G,average,60,00,0.0,0.0,00_00_00_00
Farmer_Flood_Measure_Costs,D&G,average,60,01,23.95,0.07,01_00_00_00
Farmer_Flood_Measure_Costs,D&G,average,60,03,17.62,0.05,03_00_00_00
Farmer_Flood_Measure_Costs,D&G,average,60,05,118.0,0.34,05_00_00_00
Farmer_Flood_Measure_Costs,D&G,average,60,07,113.67,0.32,07_00_00_00
Farmer_Flood_Measure_Costs,D&G,average,60,09,85.09,0.24,09_00_00_00
Farmer_Flood_Measure_Costs,D&G,average,60,11,35.96,0.1,11_00_00_00
Farmer_Flood_Measure_Costs,D&G,average,60,13,79.3,0.23,13_00_00_00
Farmer_Flood_Measure_Costs,D&G,average,100,00,0.0,0.0,00_00_00_00
Farmer_Flood_Measure_Costs,D&G,average,100,01,39.11,0.08,01_00_00_00
Farmer_Flood_Measure_Costs,D&G,average,100,03,30.78,0.06,03_00_00_00
Farmer_Flood_Measure_Costs,D&G,average,100,05,140.4,0.28,05_00_00_00
Farmer_Flood_Measure_Costs,D&G,average,100,07,142.28,0.28,07_00_00_00
Farmer_Flood_Measure_Costs,D&G,average,100,09,223.58,0.45,09_00_00_00
Farmer_Flood_Measure_Costs,D&G,average,100,11,151.96,0.3,11_00_00_00
Farmer_Flood_Measure_Costs,D&G,average,100,13,147.06,0.29,13_00_00_00
Farmer_Flood_Measure_Costs,D&G&Wp,average,20,00,0.0,0.0,00_00_00_00
Farmer_Flood_Measure_Costs,D&G&Wp,average,20,01,0.08,0.0,01_00_00_00
Farmer_Flood_Measure_Costs,D&G&Wp,average,20,03,0.04,0.0,03_00_00_00
Farmer_Flood_Measure_Costs,D&G&Wp,average,20,05,33.6,0.22,05_00_00_00
Farmer_Flood_Measure_Costs,D&G&Wp,average,20,07,42.6,0.28,07_00_00_00
Farmer_Flood_Measure_Costs,D&G&Wp,average,20,09,5.23,0.03,09_00_00_00
Farmer_Flood_Measure_Costs,D&G&Wp,average,20,11,0.08,0.0,11_00_00_00
Farmer_Flood_Measure_Costs,D&G&Wp,average,20,13,0.74,0.0,13_00_00_00
Farmer_Flood_Measure_Costs,D&G&Wp,average,60,00,0.0,0.0,00_00_00_00
Farmer_Flood_Measure_Costs,D&G&Wp,average,60,01,31.52,0.09,01_00_00_00
Farmer_Flood_Measure_Costs,D&G&Wp,average,60,03,27.15,0.08,03_00_00_00
Farmer_Flood_Measure_Costs,D&G&Wp,average,60,05,125.47,0.36,05_00_00_00
Farmer_Flood_Measure_Costs,D&G&Wp,average,60,07,123.19,0.35,07_00_00_00
Farmer_Flood_Measure_Costs,D&G&Wp,average,60,09,93.15,0.27,09_00_00_00
Farmer_Flood_Measure_Costs,D&G&Wp,average,60,11,46.5,0.13,11_00_00_00
Farmer_Flood_Measure_Costs,D&G&Wp,average,60,13,89.2,0.25,13_00_00_00
Farmer_Flood_Measure_Costs,D&G&Wp,average,100,00,0.0,0.0,00_00_00_00
Farmer_Flood_Measure_Costs,D&G&Wp,average,100,01,69.72,0.14,01_00_00_00
Farmer_Flood_Measure_Costs,D&G&Wp,average,100,03,63.95,0.13,03_00_00_00
Farmer_Flood_Measure_Costs,D&G&Wp,average,100,05,145.13,0.29,05_00_00_00
Farmer_Flood_Measure_Costs,D&G&Wp,average,100,07,142.4,0.28,07_00_00_00
Farmer_Flood_Measure_Costs,D&G&Wp,average,100,09,264.7,0.53,09_00_00_00
Farmer_Flood_Measure_Costs,D&G&Wp,average,100,11,209.23,0.42,11_00_00_00
Farmer_Flood_Measure_Costs,D&G&Wp,average,100,13,152.61,0.31,13_00_00_00
Farmer_Flood_Measure_Costs,D&Wp,average,20,00,0.0,0.0,00_00_00_00
Farmer_Flood_Measure_Costs,D&Wp,average,20,01,0.07,0.0,01_00_00_00
Farmer_Flood_Measure_Costs,D&Wp,average,20,03,0.04,0.0,03_00_00_00
Farmer_Flood_Measure_Costs,D&Wp,average,20,05,33.6,0.22,05_00_00_00
Farmer_Flood_Measure_Costs,D&Wp,average,20,07,42.6,0.28,07_00_00_00
Farmer_Flood_Measure_Costs,D&Wp,average,20,09,4.84,0.03,09_00_00_00
Farmer_Flood_Measure_Costs,D&Wp,average,20,11,0.07,0.0,11_00_00_00
Farmer_Flood_Measure_Costs,D&Wp,average,20,13,0.7,0.0,13_00_00_00
Farmer_Flood_Measure_Costs,D&Wp,average,60,00,0.0,0.0,00_00_00_00
Farmer_Flood_Measure_Costs,D&Wp,average,60,01,29.66,0.08,01_00_00_00
Farmer_Flood_Measure_Costs,D&Wp,average,60,03,29.07,0.08,03_00_00_00
Farmer_Flood_Measure_Costs,D&Wp,average,60,05,129.2,0.37,05_00_00_00
Farmer_Flood_Measure_Costs,D&Wp,average,60,07,127.95,0.37,07_00_00_00
Farmer_Flood_Measure_Costs,D&Wp,average,60,09,96.81,0.28,09_00_00_00
Farmer_Flood_Measure_Costs,D&Wp,average,60,11,45.97,0.13,11_00_00_00
Farmer_Flood_Measure_Costs,D&Wp,average,60,13,94.12,0.27,13_00_00_00
Farmer_Flood_Measure_Costs,D&Wp,average,100,00,0.0,0.0,00_00_00_00
Farmer_Flood_Measure_Costs,D&Wp,average,100,01,73.0,0.15,01_00_00_00
Farmer_Flood_Measure_Costs,D&Wp,average,100,03,72.04,0.14,03_00_00_00
Farmer_Flood_Measure_Costs,D&Wp,average,100,05,147.5,0.29,05_00_00_00
Farmer_Flood_Measure_Costs,D&Wp,average,100,07,142.47,0.28,07_00_00_00
Farmer_Flood_Measure_Costs,D&Wp,average,100,09,276.08,0.55,09_00_00_00
Farmer_Flood_Measure_Costs,D&Wp,average,100,11,217.7,0.44,11_00_00_00
Farmer_Flood_Measure_Costs,D&Wp,average,100,13,148.23,0.3,13_00_00_00
Farmer_Flood_Measure_Costs,G,average,20,00,0.0,0.0,00_00_00_00
Farmer_Flood_Measure_Costs,G,average,20,01,0.09,0.0,01_00_00_00
Farmer_Flood_Measure_Costs,G,average,20,03,0.05,0.0,03_00_00_00
Farmer_Flood_Measure_Costs,G,average,20,05,33.6,0.22,05_00_00_00
Farmer_Flood_Measure_Costs,G,average,20,07,42.6,0.28,07_00_00_00
