objective_parameter,scenario_of_interest,robustness_metric,year,flood_agr,Value,normalized_values,pw_combi
Farmer_Structural_Damage,D,average,100,00,115.67,0.58,00_00_00_00
Farmer_Structural_Damage,D,average,100,01,112.24,0.57,01_00_00_00
Farmer_Structural_Damage,D,average,100,03,109.6,0.55,03_00_00_00
Farmer_Structural_Damage,D,average,100,05,68.78,0.35,05_00_00_00
Farmer_Structural_Damage,D,average,100,07,66.73,0.34,07_00_00_00
Farmer_Structural_Damage,D,average,100,09,109.01,0.55,09_00_00_00
Farmer_Structural_Damage,D,average,100,11,112.41,0.57,11_00_00_00
Farmer_Structural_Damage,D,average,100,13,104.68,0.53,13_00_00_00
Farmer_Structural_Damage,D&G,average,20,00,29.73,0.73,00_00_00_00
Farmer_Structural_Damage,D&G,average,20,01,29.5,0.73,01_00_00_00
Farmer_Structural_Damage,D&G,average,20,03,29.05,0.72,03_00_00_00
Farmer_Structural_Damage,D&G,average,20,05,22.17,0.55,05_00_00_00
Farmer_Structural_Damage,D&G,average,20,07,22.17,0.55,07_00_00_00
Farmer_Structural_Damage,D&G,average,20,09,28.6,0.7,09_00_00_00
Farmer_Structural_Damage,D&G,average,20,11,29.51,0.73,11_00_00_00
Farmer_Structural_Damage,D&G,average,20,13,29.73,0.73,13_00_00_00
Farmer_Structural_Damage,D&G,average,60,00,102.36,0.68,00_00_00_00
Farmer_Structural_Damage,D&G,average,60,01,100.08,0.66,01_00_00_00
Farmer_Structural_Damage,D&G,average,60,03,98.03,0.65,03_00_00_00
Farmer_Structural_Damage,D&G,average,60,05,63.26,0.42,05_00_00_00
Farmer_Structural_Damage,D&G,average,60,07,61.18,0.4,07_00_00_00
Farmer_Structural_Damage,D&G,average,60,09,97.52,0.64,09_00_00_00
Farmer_Structural_Damage,D&G,average,60,11,99.84,0.66,11_00_00_00
Farmer_Structural_Damage,D&G,average,60,13,92.15,0.61,13_00_00_00
Farmer_Structural_Damage,D&G,average,100,00,133.08,0.52,00_00_00_00
Farmer_Structural_Damage,D&G,average,100,01,124.49,0.49,01_00_00_00
Farmer_Structural_Damage,D&G,average,100,03,121.85,0.48,03_00_00_00
Farmer_Structural_Damage,D&G,average,100,05,70.9,0.28,05_00_00_00
Farmer_Structural_Damage,D&G,average,100,07,68.25,0.27,07_00_00_00
Farmer_Structural_Damage,D&G,average,100,09,122.54,0.48,09_00_00_00
Farmer_Structural_Damage,D&G,average,100,11,126.17,0.5,11_00_00_00
Farmer_Structural_Damage,D&G,average,100,13,108.49,0.43,13_00_00_00
Farmer_Structural_Damage,D&G&Wp,average,20,00,31.69,0.73,00_00_00_00
Farmer_Structural_Damage,D&G&Wp,average,20,01,31.44,0.72,01_00_00_00
Farmer_Structural_Damage,D&G&Wp,average,20,03,30.94,0.71,03_00_00_00
Farmer_Structural_Damage,D&G&Wp,average,20,05,23.21,0.53,05_00_00_00
Farmer_Structural_Damage,D&G&Wp,average,20,07,23.21,0.53,07_00_00_00
Farmer_Structural_Damage,D&G&Wp,average,20,09,30.48,0.7,09_00_00_00
Farmer_Structural_Damage,D&G&Wp,average,20,11,31.44,0.72,11_00_00_00
Farmer_Structural_Damage,D&G&Wp,average,20,13,31.69,0.73,13_00_00_00
Farmer_Structural_Damage,D&G&Wp,average,60,00,121.11,0.66,00_00_00_00
Farmer_Structural_Damage,D&G&Wp,average,60,01,115.7,0.63,01_00_00_00
Farmer_Structural_Damage,D&G&Wp,average,60,03,113.9,0.62,03_00_00_00
Farmer_Structural_Damage,D&G&Wp,average,60,05,69.77,0.38,05_00_00_00
Farmer_Structural_Damage,D&G&Wp,average,60,07,67.45,0.37,07_00_00_00
Farmer_Structural_Damage,D&G&Wp,average,60,09,114.46,0.62,09_00_00_00
Farmer_Structural_Damage,D&G&Wp,average,60,11,116.72,0.64,11_00_00_00
Farmer_Structural_Damage,D&G&Wp,average,60,13,102.99,0.56,13_00_00_00
Farmer_Structural_Damage,D&G&Wp,average,100,00,161.2,0.45,00_00_00_00
Farmer_Structural_Damage,D&G&Wp,average,100,01,137.93,0.38,01_00_00_00
Farmer_Structural_Damage,D&G&Wp,average,100,03,136.88,0.38,03_00_00_00
Farmer_Structural_Damage,D&G&Wp,average,100,05,75.91,0.21,05_00_00_00
Farmer_Structural_Damage,D&G&Wp,average,100,07,73.14,0.2,07_00_00_00
Farmer_Structural_Damage,D&G&Wp,average,100,09,140.57,0.39,09_00_00_00
Farmer_Structural_Damage,D&G&Wp,average,100,11,143.68,0.4,11_00_00_00
Farmer_Structural_Damage,D&G&Wp,average,100,13,115.56,0.32,13_00_00_00
Farmer_Structural_Damage,D&Wp,average,20,00,31.61,0.73,00_00_00_00
Farmer_Structural_Damage,D&Wp,average,20,01,31.39,0.72,01_00_00_00
Farmer_Structural_Damage,D&Wp,average,20,03,30.94,0.71,03_00_00_00
Farmer_Structural_Damage,D&Wp,average,20,05,23.95,0.55,05_00_00_00
Farmer_Structural_Damage,D&Wp,average,20,07,23.95,0.55,07_00_00_00
Farmer_Structural_Damage,D&Wp,average,20,09,30.47,0.7,09_00_00_00
Farmer_Structural_Damage,D&Wp,average,20,11,31.39,0.72,11_00_00_00
Farmer_Structural_Damage,D&Wp,average,20,13,31.61,0.73,13_00_00_00
Farmer_Structural_Damage,D&Wp,average,60,00,124.47,0.66,00_00_00_00
Farmer_Structural_Damage,D&Wp,average,60,01,117.9,0.62,01_00_00_00
Farmer_Structural_Damage,D&Wp,average,60,03,116.28,0.61,03_00_00_00
Farmer_Structural_Damage,D&Wp,average,60,05,71.16,0.38,05_00_00_00
Farmer_Structural_Damage,D&Wp,average,60,07,68.74,0.36,07_00_00_00
Farmer_Structural_Damage,D&Wp,average,60,09,117.37,0.62,09_00_00_00
Farmer_Structural_Damage,D&Wp,average,60,11,119.46,0.63,11_00_00_00
Farmer_Structural_Damage,D&Wp,average,60,13,105.06,0.55,13_00_00_00
Farmer_Structural_Damage,D&Wp,average,100,00,166.56,0.43,00_00_00_00
Farmer_Structural_Damage,D&Wp,average,100,01,138.52,0.36,01_00_00_00
Farmer_Structural_Damage,D&Wp,average,100,03,138.27,0.36,03_00_00_00
Farmer_Structural_Damage,D&Wp,average,100,05,77.35,0.2,05_00_00_00
Farmer_Structural_Damage,D&Wp,average,100,07,74.83,0.19,07_00_00_00
Farmer_Structural_Damage,D&Wp,average,100,09,142.82,0.37,09_00_00_00
Farmer_Structural_Damage,D&Wp,average,100,11,145.56,0.38,11_00_00_00
Farmer_Structural_Damage,D&Wp,average,100,13,117.19,0.3,13_00_00_00
Farmer_Structural_Damage,G,average,20,00,31.85,0.73,00_00_00_00
Farmer_Structural_Damage,G,average,20,01,31.55,0.72,01_00_00_00
Farmer_Structural_Damage,G,average,20,03,30.94,0.71,03_00_00_00
Farmer_Structural_Damage,G,average,20,05,21.73,0.5,05_00_00_00
Farmer_Structural_Damage,G,average,20,07,21.73,0.5,07_00_00_00
Farmer_Structural_Damage,G,average,20,09,30.5,0.7,09_00_00_00
Farmer_Structural_Damage,G,average,20,11,31.55,0.72,11_00_00_00
Farmer_Structural_Damage,G,average,20,13,31.85,0.73,13_00_00_00
Farmer_Structural_Damage,G,average,60,00,114.37,0.67,00_00_00_00
Farmer_Structural_Damage,G,average,60,01,111.3,0.65,01_00_00_00
Farmer_Structural_Damage,G,average,60,03,109.16,0.64,03_00_00_00
Farmer_Structural_Damage,G,average,60,05,66.98,0.39,05_00_00_00
Farmer_Structural_Damage,G,average,60,07,64.87,0.38,07_00_00_00
Farmer_Structural_Damage,G,average,60,09,108.65,0.63,09_00_00_00
Farmer_Structural_Damage,G,average,60,11,111.24,0.65,11_00_00_00
Farmer_Structural_Damage,G,average,60,13,98.85,0.58,13_00_00_00
Farmer_Structural_Damage,G,average,100,00,150.48,0.49,00_00_00_00
Farmer_Structural_Damage,G,average,100,01,136.74,0.44,01_00_00_00
Farmer_Structural_Damage,G,average,100,03,134.1,0.43,03_00_00_00
Farmer_Structural_Damage,G,average,100,05,73.02,0.24,05_00_00_00
Farmer_Structural_Damage,G,average,100,07,69.77,0.22,07_00_00_00
Farmer_Structural_Damage,G,average,100,09,136.07,0.44,09_00_00_00
Farmer_Structural_Damage,G,average,100,11,139.92,0.45,11_00_00_00
Farmer_Structural_Damage,G,average,100,13,112.3,0.36,13_00_00_00
Farmer_Structural_Damage,G&Wp,average,20,00,33.74,0.72,00_00_00_00
Farmer_Structural_Damage,G&Wp,average,20,01,33.43,0.72,01_00_00_00
Farmer_Structural_Damage,G&Wp,average,20,03,32.83,0.7,03_00_00_00
Farmer_Structural_Damage,G&Wp,average,20,05,23.51,0.5,05_00_00_00
Farmer_Structural_Damage,G&Wp,average,20,07,23.51,0.5,07_00_00_00
Farmer_Structural_Damage,G&Wp,average,20,09,32.37,0.69,09_00_00_00
Farmer_Structural_Damage,G&Wp,average,20,11,33.43,0.72,11_00_00_00
Farmer_Structural_Damage,G&Wp,average,20,13,33.74,0.72,13_00_00_00
Farmer_Structural_Damage,G&Wp,average,60,00,136.48,0.65,00_00_00_00
Farmer_Structural_Damage,G&Wp,average,60,01,129.12,0.62,01_00_00_00
Farmer_Structural_Damage,G&Wp,average,60,03,127.41,0.61,03_00_00_00
Farmer_Structural_Damage,G&Wp,average,60,05,74.89,0.36,05_00_00_00
Farmer_Structural_Damage,G&Wp,average,60,07,72.43,0.34,07_00_00_00
Farmer_Structural_Damage,G&Wp,average,60,09,128.5,0.61,09_00_00_00
Farmer_Structural_Damage,G&Wp,average,60,11,130.86,0.62,11_00_00_00
Farmer_Structural_Damage,G&Wp,average,60,13,111.76,0.53,13_00_00_00
Farmer_Structural_Damage,G&Wp,average,100,00,183.96,0.42,00_00_00_00
Farmer_Structural_Damage,G&Wp,average,100,01,150.77,0.34,01_00_00_00
Farmer_Structural_Damage,G&Wp,average,100,03,150.52,0.34,03_00_00_00
Farmer_Structural_Damage,G&Wp,average,100,05,79.47,0.18,05_00_00_00
Farmer_Structural_Damage,G&Wp,average,100,07,76.34,0.17,07_00_00_00
Farmer_Structural_Damage,G&Wp,average,100,09,156.35,0.35,09_00_00_00
Farmer_Structural_Damage,G&Wp,average,100,11,159.32,0.36,11_00_00_00
Farmer_Structural_Damage,G&Wp,average,100,13,121.0,0.27,13_00_00_00
Farmer_Structural_Damage,Wp,average,20,00,35.62,0.72,00_00_00_00
Farmer_Structural_Damage,Wp,average,20,01,35.32,0.71,01_00_00_00
Farmer_Structural_Damage,Wp,average,20,03,34.72,0.7,03_00_00_00
Farmer_Structural_Damage,Wp,average,20,05,25.28,0.51,05_00_00_00
Farmer_Structural_Damage,Wp,average,20,07,25.28,0.51,07_00_00_00
Farmer_Structural_Damage,Wp,average,20,09,34.24,0.69,09_00_00_00
Farmer_Structural_Damage,Wp,average,20,11,35.32,0.71,11_00_00_00
Farmer_Structural_Damage,Wp,average,20,13,35.62,0.72,13_00_00_00
Farmer_Structural_Damage,Wp,average,60,00,158.59,0.64,00_00_00_00
Farmer_Structural_Damage,Wp,average,60,01,146.94,0.59,01_00_00_00
Farmer_Structural_Damage,Wp,average,60,03,145.66,0.59,03_00_00_00
Farmer_Structural_Damage,Wp,average,60,05,82.8,0.33,05_00_00_00
Farmer_Structural_Damage,Wp,average,60,07,80.0,0.32,07_00_00_00
Farmer_Structural_Damage,Wp,average,60,09,148.36,0.6,09_00_00_00
Farmer_Structural_Damage,Wp,average,60,11,150.48,0.61,11_00_00_00
Farmer_Structural_Damage,Wp,average,60,13,124.68,0.5,13_00_00_00
Farmer_Structural_Damage,Wp,average,100,00,217.45,0.38,00_00_00_00
Farmer_Structural_Damage,Wp,average,100,01,164.8,0.29,01_00_00_00
Farmer_Structural_Damage,Wp,average,100,03,166.93,0.29,03_00_00_00
Farmer_Structural_Damage,Wp,average,100,05,85.93,0.15,05_00_00_00
Farmer_Structural_Damage,Wp,average,100,07,82.92,0.15,07_00_00_00
Farmer_Structural_Damage,Wp,average,100,09,176.63,0.31,09_00_00_00
Farmer_Structural_Damage,Wp,average,100,11,178.71,0.31,11_00_00_00
Farmer_Structural_Damage,Wp,average,100,13,129.7,0.23,13_00_00_00
